user_id,book_id,rating,timestamp,review_length_chars,liked
U008,1305,5,2025-06-17,95,True
U025,831,4,2019-07-10,201,True
U061,1394,4,2025-09-19,18,True
U055,657,4,2025-05-24,66,True
U018,758,4,2024-03-28,44,True
U038,749,4,2024-06-09,129,True
U020,111,3,2018-11-26,131,False
U069,1441,4,2024-12-11,27,True
U027,988,3,2023-05-08,293,False
U030,321,3,2019-02-28,25,True
U037,1143,5,2019-08-12,23,True
U038,1163,5,2024-02-07,14,True
U043,1873,3,2025-04-17,38,True
U100,291,2,2018-09-15,10,False
U046,1265,4,2022-10-17,108,True
U058,437,5,2019-07-28,0,True
U012,891,4,2021-04-26,71,True
U011,1129,4,2022-06-26,121,True
U019,1916,4,2025-06-20,51,True
U040,1200,4,2024-06-14,51,True
U010,375,4,2021-11-13,163,True
U060,397,5,2025-03-10,128,True
U012,72,3,2018-11-11,68,False
U033,891,5,2022-11-22,118,True
U077,1161,5,2023-08-16,206,True
U071,1441,4,2023-09-20,43,True
U097,1016,5,2025-10-19,42,True
U017,245,5,2024-06-30,14,True
U063,1163,5,2022-10-22,150,True
U094,696,4,2025-10-15,38,True
U007,696,4,2025-06-30,51,True
U034,1888,4,2024-04-17,4,True
U061,366,3,2025-09-11,0,True
U087,1922,3,2024-03-01,62,False
U079,1441,3,2021-11-30,16,False
U042,238,2,2022-04-05,4,False
U056,1508,5,2025-04-28,54,True
U050,1053,4,2025-03-31,14,True
U005,1984,3,2025-05-23,40,True
U035,597,4,2024-01-13,89,True
U057,79,4,2023-11-19,18,True
U070,1429,3,2022-01-14,88,True
U043,284,3,2025-09-23,13,True
U058,432,3,2019-05-29,28,False
U009,694,4,2025-03-24,27,True
U058,755,3,2023-07-13,148,True
U086,1295,4,2021-11-09,54,True
U059,1330,4,2023-11-12,22,True
U027,749,4,2024-06-18,21,True
U075,1172,5,2022-04-22,74,True
U071,197,3,2022-12-11,28,False
U019,1139,4,2025-07-22,32,True
U034,1085,4,2025-05-19,14,True
U081,1890,5,2023-06-20,31,True
U060,179,4,2025-03-13,11,True
U030,924,4,2018-06-13,2,True
U063,205,5,2022-02-23,45,True
U037,6,4,2022-01-29,80,True
U019,758,4,2025-05-10,103,True
U073,1488,4,2023-01-10,4,True
U063,734,4,2022-04-27,23,True
U035,1960,4,2017-12-22,16,True
U044,995,4,2025-06-16,82,True
U010,1244,5,2023-12-27,2,True
U080,951,4,2023-06-06,73,True
U058,1006,5,2024-10-18,18,True
U017,1659,5,2025-09-18,44,True
U040,171,4,2024-02-29,144,True
U073,1219,3,2024-07-23,20,False
U018,1394,4,2024-10-06,5,True
U085,1330,5,2020-03-31,175,True
U003,1184,4,2023-09-18,55,True
U050,1941,4,2023-10-19,20,True
U087,755,3,2024-09-27,54,False
U018,1984,3,2024-08-12,1,False
U070,273,5,2021-03-19,229,True
U081,1583,5,2020-03-11,16,True
U077,132,5,2020-02-22,53,True
U016,9,4,2025-10-21,48,True
U047,1237,2,2019-11-28,14,False
U074,512,2,2024-11-27,20,False
U002,132,4,2025-04-09,117,True
U011,1783,4,2018-06-06,29,True
U089,930,5,2025-04-06,157,True
U049,1462,4,2023-12-25,31,True
U032,1172,5,2025-05-01,4,True
U025,1843,5,2024-12-15,108,True
U025,1036,3,2022-07-13,33,False
U099,951,4,2021-09-10,11,True
U035,1603,4,2025-09-17,10,True
U010,132,3,2024-10-19,61,True
U012,1010,4,2021-10-22,71,True
U040,1767,4,2017-03-28,8,True
U040,238,4,2019-09-19,25,True
U085,694,4,2022-09-08,3,True
U068,616,5,2020-08-13,72,True
U044,1888,4,2021-06-02,8,True
U084,904,5,2019-07-19,7,True
U070,366,4,2021-05-25,6,True
U092,108,5,2025-09-04,54,True
U084,562,5,2019-02-02,47,True
U093,482,4,2024-05-22,9,True
U050,951,4,2023-08-19,48,True
U100,21,5,2017-03-23,189,True
U033,970,4,2020-02-06,17,True
U001,1602,3,2025-08-21,38,False
U033,1655,4,2020-04-02,30,True
U027,364,4,2024-10-22,35,True
U022,132,3,2024-12-07,20,False
U072,805,4,2021-05-15,8,True
U034,273,4,2025-03-06,42,True
U028,349,5,2023-01-27,70,True
U015,171,3,2024-11-10,41,False
U064,951,4,2024-12-31,85,True
U059,1914,4,2023-10-23,47,True
U004,473,5,2023-08-18,132,True
U092,786,4,2025-09-22,8,True
U019,1390,3,2025-07-27,95,True
U040,1892,4,2020-07-25,44,True
U074,758,3,2025-08-11,36,False
U059,1957,4,2023-12-29,61,True
U035,1779,5,2024-03-16,28,True
U001,1091,4,2025-03-13,12,True
U048,792,4,2022-06-03,68,True
U052,1984,4,2025-03-07,48,True
U074,349,4,2024-07-25,63,True
U037,1305,5,2020-12-08,13,True
U045,853,4,2025-05-19,40,True
U040,1069,5,2020-03-14,45,True
U020,21,4,2019-03-02,216,True
U006,284,4,2025-08-22,17,True
U004,538,4,2025-04-13,41,True
U033,73,4,2018-06-12,175,True
U060,891,5,2025-08-01,25,True
U027,1513,5,2023-04-25,70,True
U054,179,4,2023-11-20,186,True
U059,970,5,2025-01-26,46,True
U073,1039,4,2024-09-29,113,True
U053,273,3,2025-02-06,23,False
U077,1727,4,2025-10-01,36,True
U096,1470,4,2018-08-18,4,True
U093,1914,3,2024-07-23,48,False
U031,1435,2,2024-11-26,19,False
U033,1942,3,2018-05-04,22,False
U073,284,3,2025-05-10,34,False
U040,375,4,2025-04-20,286,True
U002,636,5,2024-10-14,54,True
U061,203,5,2025-10-07,302,True
U031,284,3,2022-11-29,97,False
U057,749,3,2025-06-07,17,False
U004,1675,5,2020-09-16,33,True
U055,988,3,2025-06-03,54,False
U087,1163,5,2023-12-26,47,True
U005,1945,3,2019-03-09,27,False
U057,432,2,2023-10-13,49,False
U057,562,4,2024-11-12,169,True
U019,1430,3,2025-07-26,12,True
U060,116,4,2025-09-11,138,True
U070,914,5,2020-12-04,11,True
U054,1481,3,2023-09-11,31,False
U027,284,5,2024-10-09,43,True
U094,951,4,2025-05-21,52,True
U057,1244,5,2025-07-09,15,True
U006,1091,4,2023-07-11,67,True
U063,375,5,2020-12-15,76,True
U094,636,4,2025-07-25,13,True
U080,1163,5,2025-09-27,1,True
U013,686,3,2019-03-25,108,False
U080,132,5,2024-10-01,8,True
U026,1385,3,2024-07-22,73,False
U065,351,4,2022-03-05,108,True
U067,986,5,2022-09-18,157,True
U038,1085,5,2025-01-26,76,True
U012,9,4,2018-10-30,34,True
U012,1978,3,2021-10-25,60,True
U059,1441,4,2025-07-28,51,True
U063,1879,3,2021-01-09,6,False
U026,1056,2,2024-10-19,359,False
U097,73,4,2025-10-06,8,True
U011,786,3,2023-04-02,25,True
U096,72,3,2024-07-21,28,False
U077,673,4,2024-02-01,202,True
U055,1295,4,2025-09-18,99,True
U050,786,5,2024-12-12,13,True
U012,743,4,2023-12-14,13,True
U034,1551,5,2024-12-23,57,True
U062,1085,5,2024-09-26,78,True
U021,971,2,2019-11-22,44,False
U026,92,3,2024-12-13,25,False
U049,1880,4,2018-11-14,5,True
U035,1621,4,2023-02-11,23,True
U030,1047,4,2019-03-03,27,True
U014,1849,5,2020-01-11,50,True
U039,1873,3,2025-02-20,18,True
U009,1739,3,2025-01-28,3,True
U087,1978,4,2024-09-26,30,True
U006,767,3,2024-10-02,107,False
U021,696,5,2023-02-27,77,True
U071,1244,4,2023-09-14,127,True
U100,710,4,2025-01-15,47,True
U001,1779,4,2025-01-09,207,True
U024,24,3,2023-07-15,16,True
U038,1394,4,2024-11-11,3,True
U046,10,4,2022-09-05,166,True
U026,601,4,2025-03-27,20,True
U030,1205,5,2023-06-07,23,True
U080,144,5,2024-10-18,25,True
U012,111,4,2025-03-12,12,True
U034,205,5,2025-08-07,54,True
U026,910,1,2024-10-18,54,False
U093,1163,3,2020-06-30,39,True
U006,694,5,2021-12-11,16,True
U098,205,4,2025-10-20,15,True
U088,66,3,2022-11-17,2,False
U005,205,5,2023-04-16,83,True
U040,437,4,2021-01-21,13,True
U003,1984,4,2021-07-31,52,True
U067,1712,5,2024-01-16,84,True
U064,1492,4,2024-11-10,13,True
U076,298,4,2023-02-15,64,True
U028,1362,5,2024-08-01,27,True
U064,1244,3,2024-06-12,31,False
U057,947,3,2023-10-01,57,False
U085,970,4,2017-02-05,81,True
U068,1377,2,2016-10-13,16,False
U047,1843,3,2018-06-30,95,False
U035,341,4,2018-07-22,97,True
U062,176,3,2020-10-25,45,False
U075,238,2,2022-10-12,34,False
U044,601,4,2020-09-22,45,True
U014,151,4,2025-09-28,55,True
U008,245,4,2024-09-11,17,True
U084,597,3,2019-04-17,7,False
U075,1163,5,2025-10-01,59,True
U017,1143,5,2024-07-17,18,True
U067,1590,4,2025-07-09,41,True
U096,1009,5,2024-04-15,47,True
U021,492,2,2023-05-02,8,False
U055,655,5,2025-01-20,297,True
U100,26,3,2024-11-17,14,False
U050,1616,3,2025-07-25,75,False
U087,601,5,2024-03-30,70,True
U019,1843,4,2025-08-06,5,True
U057,1825,4,2022-12-21,90,True
U097,1767,4,2025-08-18,62,True
U067,951,5,2024-10-13,25,True
U089,696,3,2020-07-22,217,False
U032,535,4,2021-09-03,1,True
U091,1161,5,2025-05-26,13,True
U058,688,5,2022-12-21,2,True
U006,1961,3,2023-01-07,8,False
U016,1880,2,2025-07-27,26,False
U093,562,4,2023-06-17,69,True
U071,373,4,2019-04-20,51,True
U070,205,4,2020-10-25,5,True
U061,696,3,2025-09-28,47,False
U009,448,4,2023-10-30,44,True
U078,641,5,2022-08-31,72,True
U081,878,5,2019-02-19,64,True
U060,1540,4,2024-10-10,59,True
U059,345,4,2024-07-28,28,True
U046,1394,3,2023-10-31,54,False
U048,1328,4,2024-01-18,3,True
U084,1418,4,2018-07-02,148,True
U031,1508,2,2023-01-17,140,False
U062,951,5,2018-01-18,166,True
U079,688,5,2023-08-13,33,True
U046,1590,3,2024-11-22,43,True
U020,1602,2,2023-11-02,127,False
U062,786,4,2022-03-15,115,True
U098,617,4,2025-10-03,5,True
U100,889,4,2024-09-14,19,True
U075,636,4,2025-01-20,23,True
U098,694,3,2025-10-08,59,False
U034,961,5,2025-03-23,8,True
U043,163,3,2025-10-06,1,False
U061,1163,5,2025-09-15,11,True
U018,111,4,2025-08-31,6,True
U025,928,2,2020-01-26,61,False
U054,1914,5,2021-02-04,55,True
U001,150,4,2025-04-20,22,True
U018,1295,5,2023-05-18,62,True
U078,994,5,2024-09-07,34,True
U043,345,4,2025-07-24,26,True
U070,1161,5,2024-07-13,54,True
U042,375,5,2022-05-11,29,True
U028,1411,4,2021-10-30,32,True
U008,685,5,2025-03-13,52,True
U061,439,4,2025-10-04,126,True
U067,49,2,2023-02-13,4,False
U094,9,5,2024-09-09,40,True
U042,1978,4,2022-03-28,23,True
U005,1385,4,2024-08-12,50,True
U053,1163,4,2024-04-26,71,True
U014,696,4,2025-06-22,169,True
U005,1184,3,2018-07-07,15,False
U072,171,4,2021-08-21,5,True
U060,1228,4,2025-01-26,33,True
U074,761,3,2025-05-27,16,False
U022,1879,3,2024-07-25,31,False
U097,504,4,2025-09-19,292,True
U010,755,3,2021-08-29,83,True
U100,513,4,2024-12-04,20,True
U078,114,5,2024-12-01,118,True
U023,171,2,2025-04-14,3,False
U034,1659,2,2024-06-17,46,False
U096,796,2,2024-11-08,88,False
U029,73,3,2018-05-16,10,True
U024,1978,3,2021-11-13,12,False
U099,1663,3,2022-12-28,26,True
U031,428,3,2023-03-09,82,True
U028,393,4,2022-06-22,90,True
U052,541,3,2023-12-01,161,False
U076,1390,4,2023-06-30,21,True
U065,786,3,2021-11-03,21,False
U054,349,4,2024-05-28,87,True
U069,1879,2,2024-12-09,42,False
U032,1682,5,2024-11-18,156,True
U012,942,3,2019-10-02,50,False
U063,1385,4,2022-09-07,95,True
U084,1494,3,2021-12-02,37,True
U086,432,3,2022-02-01,79,False
U011,1020,4,2020-07-19,13,True
U097,1136,4,2025-09-29,11,True
U094,111,3,2025-06-30,112,False
U054,516,3,2022-02-25,33,False
U058,1069,5,2024-07-09,1,True
U071,1957,4,2019-03-18,52,True
U040,1418,4,2023-12-05,22,True
U010,844,3,2021-12-01,5,True
U088,1500,5,2024-08-24,34,True
U001,132,4,2025-05-05,8,True
U034,1866,3,2025-03-08,74,False
U044,988,3,2023-09-19,14,False
U028,1880,4,2025-07-15,21,True
U054,205,5,2022-07-05,8,True
U047,1200,2,2025-01-28,93,False
U093,573,5,2019-01-05,103,True
U001,635,4,2024-02-12,9,True
U043,758,4,2025-06-15,80,True
U021,844,3,2019-10-25,40,False
U023,910,3,2021-06-25,7,False
U082,795,5,2025-09-28,56,True
U100,314,5,2022-11-26,153,True
U087,780,4,2025-09-15,169,True
U004,120,4,2022-10-10,17,True
U097,655,5,2025-09-05,264,True
U031,627,4,2024-06-19,39,True
U074,437,4,2024-06-03,53,True
U057,205,4,2025-09-05,12,True
U088,1492,5,2021-07-05,26,True
U098,1842,4,2025-10-18,96,True
U012,1828,4,2021-09-26,3,True
U025,1192,4,2023-02-05,37,True
U002,1912,3,2025-07-30,99,False
U002,1465,3,2024-08-22,34,False
U078,179,4,2023-06-27,6,True
U078,1429,3,2025-06-29,22,False
U041,120,3,2023-05-18,21,False
U009,132,5,2020-09-18,3,True
U041,1445,3,2019-03-14,52,False
U026,227,3,2024-08-05,18,False
U078,1957,3,2021-10-02,18,True
U025,1449,4,2022-09-28,13,True
U098,1418,3,2025-09-28,42,False
U088,1108,2,2025-07-25,197,False
U014,516,3,2023-12-02,180,False
U072,73,4,2023-09-01,118,True
U012,175,5,2019-06-19,145,True
U018,73,4,2024-09-25,8,True
U052,1069,5,2024-07-26,63,True
U005,1362,5,2023-01-30,17,True
U058,1163,5,2025-07-17,154,True
U030,470,3,2022-02-07,46,False
U043,92,4,2025-09-07,53,True
U059,1664,5,2023-11-29,61,True
U082,1481,3,2025-02-15,29,False
U035,1682,5,2018-07-12,65,True
U094,910,3,2024-10-31,28,False
U055,445,3,2025-04-03,50,True
U099,1418,3,2022-08-24,61,False
U014,439,5,2022-11-29,58,True
U047,526,3,2018-03-03,21,False
U041,179,3,2023-01-08,34,False
U031,345,3,2025-05-17,137,True
U074,1984,5,2025-10-10,5,True
U013,719,4,2015-12-08,116,True
U086,1196,3,2025-07-26,12,True
U100,1984,3,2019-11-23,40,False
U099,1010,3,2022-06-03,41,False
U057,1481,4,2025-01-06,41,True
U064,427,4,2023-01-09,19,True
U012,1362,4,2020-08-11,20,True
U073,1140,5,2023-04-30,67,True
U100,1441,4,2021-08-13,3,True
U077,844,4,2023-04-20,51,True
U009,1918,4,2021-04-09,32,True
U015,562,4,2022-04-16,13,True
U068,327,5,2020-06-23,5,True
U088,132,3,2021-09-09,58,False
U024,758,5,2023-07-06,90,True
U072,1481,3,2025-05-11,102,False
U092,696,5,2023-08-21,35,True
U053,322,5,2016-09-27,122,True
U017,1978,5,2024-01-02,11,True
U063,79,5,2022-12-07,57,True
U072,691,5,2020-11-15,10,True
U098,758,4,2025-10-07,72,True
U010,710,3,2021-11-09,9,False
U074,581,5,2025-04-30,8,True
U056,633,5,2024-11-27,52,True
U030,1957,4,2021-05-19,24,True
U014,984,5,2023-07-13,83,True
U037,1351,5,2021-07-15,106,True
U058,570,3,2021-07-03,54,False
U060,1684,5,2025-04-25,73,True
U079,696,4,2021-09-17,15,True
U048,526,5,2021-12-11,183,True
U073,1441,3,2025-09-19,32,False
U091,562,5,2025-10-15,86,True
U079,885,4,2019-11-12,31,True
U036,1385,5,2023-05-15,44,True
U058,685,4,2024-04-01,15,True
U083,1362,3,2022-10-02,90,False
U041,1590,2,2019-11-15,229,False
U068,1329,4,2018-06-11,19,True
U085,1070,5,2022-04-26,109,True
U053,951,5,2021-07-15,16,True
U042,1514,3,2023-08-01,42,False
U048,1143,4,2024-08-12,96,True
U071,694,4,2025-03-09,2,True
U065,795,3,2022-04-03,22,False
U099,287,3,2020-11-05,25,False
U049,562,5,2017-03-09,33,True
U032,685,5,2021-10-19,57,True
U021,150,4,2021-03-14,31,True
U087,439,4,2024-05-26,29,True
U084,1249,4,2019-10-26,23,True
U001,597,4,2025-03-07,1,True
U039,636,5,2025-01-27,71,True
U012,930,4,2019-09-05,10,True
U052,247,4,2024-12-04,13,True
U070,1749,4,2020-11-04,203,True
U066,1682,5,2024-11-04,17,True
U060,538,5,2024-10-13,172,True
U046,1069,5,2023-11-20,24,True
U002,1313,3,2024-09-26,22,False
U045,34,4,2025-10-05,24,True
U034,1602,2,2024-07-06,46,False
U054,1682,4,2021-09-10,13,True
U093,1868,5,2018-07-18,84,True
U092,437,4,2023-07-28,41,True
U005,21,4,2022-08-13,40,True
U023,616,4,2018-12-29,7,True
U015,1362,3,2023-04-22,129,False
U081,1356,3,2019-01-25,95,False
U088,339,4,2024-10-24,44,True
U006,1957,3,2022-02-06,153,False
U033,273,4,2022-06-27,153,True
U001,48,4,2024-10-21,20,True
U068,795,5,2019-06-15,67,True
U028,284,4,2023-07-21,16,True
U047,851,2,2025-08-08,4,False
U060,176,4,2025-03-13,51,True
U038,512,4,2024-06-04,55,True
U022,1163,5,2025-05-16,5,True
U080,535,3,2025-01-26,17,False
U053,150,5,2022-09-03,99,True
U019,686,3,2025-10-15,22,False
U069,580,3,2025-01-26,185,False
U086,1280,4,2021-05-13,113,True
U039,437,4,2025-09-22,48,True
U024,616,4,2022-12-31,122,True
U004,245,5,2019-07-15,4,True
U020,641,4,2022-05-09,23,True
U044,1813,4,2022-03-22,11,True
U075,205,4,2025-03-14,83,True
U067,627,5,2023-04-06,10,True
U027,1843,4,2025-06-08,6,True
U058,111,3,2021-12-10,46,False
U089,835,2,2025-03-14,5,False
U081,432,2,2020-08-25,5,False
U027,796,3,2023-04-06,21,False
U058,1752,3,2023-05-29,2,True
U084,891,4,2025-03-18,74,True
U030,1441,4,2020-06-03,14,True
U042,1451,4,2022-05-03,80,True
U084,786,3,2017-04-23,239,False
U011,1362,3,2019-09-01,44,True
U037,1172,5,2020-03-05,39,True
U042,1914,2,2024-02-16,11,False
U051,36,4,2025-09-11,12,True
U080,1139,3,2024-01-24,12,True
U063,36,4,2025-04-10,204,True
U067,643,2,2024-08-18,39,False
U030,1889,4,2018-08-29,72,True
U002,1779,3,2025-02-06,23,False
U078,375,4,2021-10-10,62,True
U069,171,3,2022-08-13,125,False
U063,1866,4,2025-03-29,7,True
U065,535,3,2025-06-26,103,False
U089,636,4,2025-04-22,30,True
U020,1441,3,2019-05-09,41,False
U050,1961,4,2025-08-18,28,True
U065,725,3,2021-07-08,78,False
U005,432,3,2021-04-16,114,False
U015,543,3,2023-07-21,46,False
U039,486,3,2025-01-16,58,False
U021,1879,2,2024-09-08,49,False
U048,175,5,2020-12-20,46,True
U020,727,3,2019-11-25,117,False
U029,399,5,2021-08-03,51,True
U039,641,4,2025-07-23,88,True
U042,176,3,2024-06-15,20,False
U008,636,4,2025-02-17,164,True
U027,9,4,2025-02-07,25,True
U019,516,3,2025-10-17,138,True
U098,327,3,2025-10-12,116,False
U035,535,5,2025-07-02,5,True
U075,716,3,2024-01-11,19,False
U075,327,3,2023-11-10,7,False
U009,322,5,2024-11-16,8,True
U094,1984,3,2024-11-15,11,False
U057,1046,5,2023-11-08,87,True
U084,1244,4,2017-12-03,30,True
U071,1541,5,2017-05-08,139,True
U065,512,5,2024-02-18,16,True
U003,686,3,2021-09-24,38,False
U027,755,4,2025-03-03,0,True
U087,535,4,2024-02-09,26,True
U045,616,4,2025-04-25,67,True
U016,1441,3,2024-06-14,33,False
U019,1978,5,2025-05-15,72,True
U002,1249,4,2025-03-27,30,True
U072,601,3,2021-12-30,6,False
U021,179,3,2022-01-16,68,False
U006,21,4,2021-03-17,109,True
U056,412,4,2024-07-22,15,True
U063,291,3,2022-07-21,54,True
U084,423,3,2021-05-17,213,False
U056,889,5,2021-08-02,37,True
U026,1305,4,2024-12-05,30,True
U015,259,5,2025-05-06,151,True
U030,570,3,2024-09-02,64,True
U026,995,2,2025-08-19,56,False
U048,885,5,2021-09-08,40,True
U074,755,4,2024-06-13,32,True
U091,1068,3,2025-09-11,14,False
U088,1801,3,2024-12-25,1,False
U024,1085,3,2024-05-02,78,False
U045,795,4,2024-11-25,147,True
U085,1069,5,2015-08-26,208,True
U032,100,4,2023-06-10,94,True
U061,1838,3,2025-09-09,27,False
U051,412,3,2025-08-07,22,False
U026,1143,4,2025-08-08,66,True
U036,375,5,2024-06-28,108,True
U004,1590,4,2023-02-16,103,True
U100,1659,4,2018-05-20,17,True
U100,636,4,2022-05-18,15,True
U003,1055,4,2021-08-22,74,True
U065,1914,4,2023-01-07,9,True
U069,885,4,2024-04-27,33,True
U073,5,3,2024-11-04,55,True
U093,686,2,2017-11-19,16,False
U088,351,3,2024-11-03,6,False
U081,1444,4,2024-06-29,23,True
U056,655,5,2021-09-20,10,True
U089,184,3,2022-04-30,2,False
U086,562,5,2025-04-29,44,True
U019,729,3,2025-06-07,31,False
U097,616,5,2025-08-24,12,True
U026,1063,2,2025-08-05,24,False
U087,786,4,2023-10-04,61,True
U100,910,2,2023-06-08,25,False
U091,719,4,2024-09-06,44,True
U100,437,4,2021-01-18,156,True
U069,73,4,2024-04-24,16,True
U057,758,4,2025-04-01,103,True
U035,581,5,2017-02-19,78,True
U030,238,4,2022-05-27,78,True
U019,1249,5,2025-10-04,80,True
U066,1362,5,2018-07-21,242,True
U005,1430,3,2024-12-26,5,False
U063,930,3,2024-05-26,26,False
U092,1979,4,2023-06-22,85,True
U067,1897,3,2025-05-30,25,False
U026,851,3,2024-09-10,47,False
U081,796,2,2021-03-14,98,False
U052,1207,4,2024-01-01,39,True
U042,1672,2,2025-03-07,18,False
U083,345,3,2023-12-27,86,False
U007,1176,5,2025-06-01,103,True
U088,1843,3,2024-10-01,70,False
U085,655,5,2024-09-05,23,True
U024,76,3,2021-11-01,120,False
U080,1879,2,2023-12-26,51,False
U012,179,3,2024-06-04,20,False
U003,327,4,2025-03-31,9,True
U010,423,3,2024-11-10,33,False
U091,1009,3,2024-10-02,97,False
U067,1441,4,2023-01-02,19,True
U044,885,5,2022-01-04,4,True
U021,1462,4,2023-06-18,72,True
U030,1055,3,2023-07-24,10,False
U011,1244,2,2021-03-04,94,False
U047,1129,3,2022-07-19,0,True
U022,432,3,2024-06-10,7,False
U094,616,5,2024-08-21,46,True
U076,1741,4,2023-04-30,6,True
U023,291,2,2021-12-27,132,False
U090,1551,4,2025-10-22,277,True
U093,1670,4,2018-08-16,117,True
U038,988,4,2023-05-15,93,True
U025,911,5,2025-10-20,40,True
U082,50,5,2025-08-17,98,True
U080,1945,5,2023-07-30,76,True
U050,1444,4,2025-07-05,1,True
U071,1893,4,2018-08-26,78,True
U049,795,4,2017-04-20,19,True
U082,1843,4,2025-02-03,146,True
U057,454,4,2023-01-05,220,True
U023,1362,4,2020-06-10,31,True
U022,1935,3,2025-07-25,32,False
U026,1192,4,2024-09-29,52,True
U084,853,3,2023-01-22,33,True
U018,108,3,2024-03-29,158,False
U082,1914,4,2024-12-19,128,True
U099,1602,3,2019-07-06,38,False
